,Atributo,label da classe predita pelo modelo em INFERÊNCIA,índice da classe predita pelo modelo em modo de INFERÊNCIA,predição do modelo em TREINAMENTO para a classe predita pelo modelo em INFERÊNCIA,label da classe predita pelo modelo em TREINAMENTO,model
615,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
616,age,adult,0,0.9995384,adult,mac_hybrid_200_2048_1e-05
617,hair_type,curly,1,0.6191602,curly,mac_hybrid_200_2048_1e-05
618,hair_color,black,0,0.99633944,black,mac_hybrid_200_2048_1e-05
619,eye_color,black,1,0.97581255,black,mac_hybrid_200_2048_1e-05
620,monk_scale,scale 5,5,0.6203123,scale 5,mac_hybrid_200_2048_1e-05
621,fitz_type,type iv,3,0.9320227,type iv,mac_hybrid_200_2048_1e-05
622,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
623,age,adult,0,0.9560666,adult,mac_hybrid_200_2048_1e-05
624,hair_type,curly,1,0.51145095,curly,mac_hybrid_200_2048_1e-05
625,hair_color,black,0,0.9999151,black,mac_hybrid_200_2048_1e-05
626,eye_color,black,1,0.96320355,black,mac_hybrid_200_2048_1e-05
627,monk_scale,scale 5,5,0.16994151,scale 6,mac_hybrid_200_2048_1e-05
628,fitz_type,type iv,3,0.27133074,type v,mac_hybrid_200_2048_1e-05
629,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
630,age,adult,0,0.9999957,adult,mac_hybrid_200_2048_1e-05
631,hair_type,curly,1,0.7483208,curly,mac_hybrid_200_2048_1e-05
632,hair_color,black,0,0.9941572,black,mac_hybrid_200_2048_1e-05
633,eye_color,black,1,0.82236904,black,mac_hybrid_200_2048_1e-05
634,monk_scale,scale 5,5,0.90879464,scale 5,mac_hybrid_200_2048_1e-05
635,fitz_type,type iv,3,0.72849053,type iv,mac_hybrid_200_2048_1e-05
636,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
637,age,adult,0,0.99953115,adult,mac_hybrid_200_2048_1e-05
638,hair_type,curly,1,0.7898173,curly,mac_hybrid_200_2048_1e-05
639,hair_color,black,0,0.9992518,black,mac_hybrid_200_2048_1e-05
640,eye_color,black,1,0.4661469,black,mac_hybrid_200_2048_1e-05
641,monk_scale,scale 5,5,0.5757415,scale 5,mac_hybrid_200_2048_1e-05
642,fitz_type,type iv,3,0.99606043,type iv,mac_hybrid_200_2048_1e-05
643,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
644,age,adult,0,0.999941,adult,mac_hybrid_200_2048_1e-05
645,hair_type,curly,1,0.22382973,wavy,mac_hybrid_200_2048_1e-05
646,hair_color,black,0,0.99934894,black,mac_hybrid_200_2048_1e-05
647,eye_color,black,1,0.96960014,black,mac_hybrid_200_2048_1e-05
648,monk_scale,scale 5,5,0.06452522,scale 6,mac_hybrid_200_2048_1e-05
649,fitz_type,type iv,3,0.40487155,type v,mac_hybrid_200_2048_1e-05
650,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
651,age,adult,0,0.99986637,adult,mac_hybrid_200_2048_1e-05
652,hair_type,curly,1,0.8693148,curly,mac_hybrid_200_2048_1e-05
653,hair_color,black,0,0.99159276,black,mac_hybrid_200_2048_1e-05
654,eye_color,black,1,0.50912493,black,mac_hybrid_200_2048_1e-05
655,monk_scale,scale 5,5,0.34026098,scale 6,mac_hybrid_200_2048_1e-05
656,fitz_type,type iv,3,0.14065844,type v,mac_hybrid_200_2048_1e-05
657,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
658,age,adult,0,0.5685193,adult,mac_hybrid_200_2048_1e-05
659,hair_type,curly,1,0.820599,curly,mac_hybrid_200_2048_1e-05
660,hair_color,black,0,0.9982817,black,mac_hybrid_200_2048_1e-05
661,eye_color,black,1,0.71266055,black,mac_hybrid_200_2048_1e-05
662,monk_scale,scale 5,5,0.31018394,scale 6,mac_hybrid_200_2048_1e-05
663,fitz_type,type iv,3,0.36713523,type v,mac_hybrid_200_2048_1e-05
664,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
665,age,adult,0,0.9938543,adult,mac_hybrid_200_2048_1e-05
666,hair_type,curly,1,0.17033422,wavy,mac_hybrid_200_2048_1e-05
667,hair_color,black,0,0.99934596,black,mac_hybrid_200_2048_1e-05
668,eye_color,black,1,0.604787,black,mac_hybrid_200_2048_1e-05
669,monk_scale,scale 5,5,0.5057424,scale 5,mac_hybrid_200_2048_1e-05
670,fitz_type,type iv,3,0.9207358,type iv,mac_hybrid_200_2048_1e-05
671,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
672,age,adult,0,0.9999429,adult,mac_hybrid_200_2048_1e-05
673,hair_type,curly,1,0.8827782,curly,mac_hybrid_200_2048_1e-05
674,hair_color,black,0,0.9995677,black,mac_hybrid_200_2048_1e-05
675,eye_color,black,1,0.30308673,blue,mac_hybrid_200_2048_1e-05
676,monk_scale,scale 5,5,0.60762197,scale 5,mac_hybrid_200_2048_1e-05
677,fitz_type,type iv,3,0.57514435,type iv,mac_hybrid_200_2048_1e-05
678,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
679,age,adult,0,0.999686,adult,mac_hybrid_200_2048_1e-05
680,hair_type,curly,1,0.0124551,wavy,mac_hybrid_200_2048_1e-05
681,hair_color,black,0,0.99992514,black,mac_hybrid_200_2048_1e-05
682,eye_color,black,1,0.9135315,black,mac_hybrid_200_2048_1e-05
683,monk_scale,scale 5,5,0.018912066,scale 6,mac_hybrid_200_2048_1e-05
684,fitz_type,type iv,3,0.9853676,type iv,mac_hybrid_200_2048_1e-05
685,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
686,age,adult,0,0.9981614,adult,mac_hybrid_200_2048_1e-05
687,hair_type,curly,1,0.031011233,wavy,mac_hybrid_200_2048_1e-05
688,hair_color,black,0,0.99502796,black,mac_hybrid_200_2048_1e-05
689,eye_color,black,1,0.9571099,black,mac_hybrid_200_2048_1e-05
690,monk_scale,scale 5,5,0.4525339,scale 5,mac_hybrid_200_2048_1e-05
691,fitz_type,type iv,3,0.8459139,type iv,mac_hybrid_200_2048_1e-05
692,male,1,1,0.9999999,1,mac_hybrid_200_2048_1e-05
693,age,adult,0,0.9988663,adult,mac_hybrid_200_2048_1e-05
694,hair_type,curly,1,0.19414018,wavy,mac_hybrid_200_2048_1e-05
695,hair_color,black,0,0.9998851,black,mac_hybrid_200_2048_1e-05
696,eye_color,black,1,0.9554151,black,mac_hybrid_200_2048_1e-05
697,monk_scale,scale 5,5,0.6241647,scale 5,mac_hybrid_200_2048_1e-05
698,fitz_type,type iv,3,0.99899024,type iv,mac_hybrid_200_2048_1e-05
699,male,1,1,1.0,1,mac_hybrid_200_2048_1e-05
